FAU,Bullet,Land,Quality,Problem,assess_percentile_na_proportion,assess_col_na,extract_na,assess_middle_na_proportion,assess_rotation,assess_bottomempty,assess_median_na_proportion,assess_percentile_na_proportion_cropped,assess_col_na_cropped,extract_na_cropped,assess_bottomempty_cropped,assess_median_na_proportion_cropped,filePath
270,C,4,Problematic,Feathering,0.020858404,1.262044968,18.0115638,0.032404884,0.43942781,24.86676881,0.020858404,0.140214158,0.813503867,10.79481675,16.46163645,0.099345628,/media/Raven/LAPD/FAU 270/Bullet C/LAPD - 270 - Bullet C - Land 4 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Anyesha Ray.x3p
270,C,5,Problematic,Feathering,0.044198895,1.457345972,17.5604591,0.081910859,0.131146706,32.17480312,0.044198895,0.158981861,1.007899356,11.3802567,18.00045157,0.092744295,/media/Raven/LAPD/FAU 270/Bullet C/LAPD - 270 - Bullet C - Land 5 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Anyesha Ray.x3p
271,C,5,Problematic,Feathering,0.013547841,1.373905676,16.80531619,0.071218998,0.162352924,37.42129276,0.013547841,0.154739485,0.729755179,8.792611698,19.45399711,0.052730697,/media/Raven/LAPD/FAU 271/Bullet C/LAPD - 271 - Bullet C - Land 5 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p
271,C,6,Problematic,Feathering,0.02676399,1.642760487,24.79195023,0.076636425,0.112884749,40.07092621,0.02676399,0.192481203,1.027067669,14.90657077,22.39539065,0.149774436,/media/Raven/LAPD/FAU 271/Bullet C/LAPD - 271 - Bullet C - Land 6 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p
271,D,5,Problematic,Feathering,0.022894522,1.408508317,15.23615155,0.073307034,2.166499043,37.64680417,0.022894522,0.143030303,1.028787879,8.603096179,20.42193676,0.054545455,/media/Raven/LAPD/FAU 271/Bullet D/LAPD - 271 - Bullet D - Land 5 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p
273,B,3,Problematic,Feathering,0.027391488,1.965691789,27.05542489,0.147449794,0.987946721,56.11390768,0.027391488,0.2328125,1.509375,20.32387908,34.8138587,0.169375,/media/Raven/LAPD/FAU 273/Bullet B/LAPD - 273 - Bullet B - Land 3 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
273,C,5,Problematic,Feathering,0.007980846,0.994144264,18.35770361,0.07783116,0.929342678,45.47692141,0.007980846,0.125524993,0.579710145,8.790330877,18.54609519,0.059449867,/media/Raven/LAPD/FAU 273/Bullet C/LAPD - 273 - Bullet C - Land 5 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
275,C,3,Problematic,Feathering,0.039130435,1.878955696,23.99791607,0.121860134,0.133531393,55.47899369,0.039130435,0.147127784,0.80890973,12.67473495,25.71359397,0.09144197,/media/Raven/LAPD/FAU 275/Bullet C/LAPD - 275 - Bullet C - Land 3 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
275,C,4,Problematic,Feathering,0.030591153,1.293436293,20.89535822,0.113195475,0.660886318,49.65751855,0.030591153,0.142629482,0.874961692,10.50473691,20.45913337,0.077842476,/media/Raven/LAPD/FAU 275/Bullet C/LAPD - 275 - Bullet C - Land 4 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
275,D,4,Problematic,Feathering,0.029844644,1.694406548,22.79828608,0.141775171,2.430958512,60.94545775,0.029844644,0.170648878,0.855063675,12.36546524,31.71816911,0.069739236,/media/Raven/LAPD/FAU 275/Bullet D/LAPD - 275 - Bullet D - Land 4 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
275,D,5,Problematic,Feathering,0.020080321,1.527740552,23.31722827,0.112222804,0.631253791,48.92904106,0.020080321,0.167232648,0.941316652,12.29912189,21.77847068,0.089961275,/media/Raven/LAPD/FAU 275/Bullet D/LAPD - 275 - Bullet D - Land 5 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
276,A,5,Problematic,Feathering,0.094956659,2.310118265,29.83168979,0.192698536,0.817023637,67.80590441,0.094956659,0.259754673,1.590245327,17.88668859,40.33326138,0.127336449,/media/Raven/LAPD/FAU 276/Bullet A/LAPD - 276 - Bullet A - Land 5 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
276,A,6,Problematic,Feathering,0.008664829,1.211245402,20.61770041,0.095878108,0.720031884,54.56592436,0.008664829,0.15059854,0.709489051,8.997429387,25.54665186,0.03649635,/media/Raven/LAPD/FAU 276/Bullet A/LAPD - 276 - Bullet A - Land 6 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
276,B,1,Problematic,Feathering,0.036767677,1.766846361,22.97307481,0.131069074,0.21492525,55.65418554,0.036767677,0.178316861,0.846061695,13.60596768,31.40975559,0.083557951,/media/Raven/LAPD/FAU 276/Bullet B/LAPD - 276 - Bullet B - Land 1 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
276,B,2,Problematic,Feathering,0.04785077,1.798755748,22.45777467,0.137192799,0.770438855,54.20777884,0.04785077,0.228073339,1.172227232,12.44383895,32.17335764,0.064021641,/media/Raven/LAPD/FAU 276/Bullet B/LAPD - 276 - Bullet B - Land 2 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
276,B,3,Problematic,Feathering,0.013828526,1.793621508,24.78528891,0.136481577,2.966311054,64.51535609,0.013828526,0.204510838,0.975395431,13.27838058,35.20557933,0.072056239,/media/Raven/LAPD/FAU 276/Bullet B/LAPD - 276 - Bullet B - Land 3 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
276,B,4,Problematic,Feathering,0.057716973,1.460353679,20.64931002,0.150082129,4.754088784,54.07152882,0.057716973,0.163549921,0.901743265,13.51126576,28.05639771,0.10459588,/media/Raven/LAPD/FAU 276/Bullet B/LAPD - 276 - Bullet B - Land 4 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
276,C,5,Problematic,Feathering,0.069525396,2.153375938,27.43661553,0.167373214,0.736728662,62.60577433,0.069525396,0.247298549,1.165483174,16.38169993,33.69951139,0.127817228,/media/Raven/LAPD/FAU 276/Bullet C/LAPD - 276 - Bullet C - Land 5 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
276,D,3,Problematic,Feathering,0.052212037,1.738031915,26.21526695,0.131773533,0.146804634,56.36699008,0.052212037,0.183510638,0.907210402,15.01387604,31.1465721,0.117907801,/media/Raven/LAPD/FAU 276/Bullet D/LAPD - 276 - Bullet D - Land 3 - Sneox2 - 20x - auto light left image + 20% & x10 - threshold 2 - resolution 4 - Connor Hergenreter.x3p
276,D,5,Problematic,Feathering,0.062674651,2.646432375,29.3313429,0.185793441,0.445236768,69.36519685,0.062674651,0.251775148,1.448224852,16.89571006,43.0066568,0.082840237,/media/Raven/LAPD/FAU 276/Bullet D/LAPD - 276 - Bullet D - Land 5 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
277,A,2,Problematic,Feathering,0.027287319,1.502008032,22.81718598,0.113191879,1.666090228,56.13395256,0.027287319,0.166914609,0.870276703,13.43246705,26.86668047,0.15590598,/media/Raven/LAPD/FAU 277/Bullet A/LAPD - 277 - Bullet A - Land 2 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
277,D,3,Problematic,Feathering,0.039215686,1.53769559,19.42250014,0.120160123,1.580233291,43.031332,0.039215686,0.197281062,0.938981979,11.53115507,21.18774829,0.078406576,/media/Raven/LAPD/FAU 277/Bullet D/LAPD - 277 - Bullet D - Land 3 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
278,A,2,Problematic,Feathering,0.040444092,2.525786829,28.33682742,0.164118853,1.093110667,67.62021767,0.040444092,0.195767196,1.168430335,17.84548092,42.16269841,0.120517343,/media/Raven/LAPD/FAU 278/Bullet A/LAPD - 278 - Bullet A - Land 2 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
278,D,3,Problematic,Feathering,0.042271032,1.608130531,20.00193016,0.086152297,0.307856077,42.24382348,0.042271032,0.199446835,0.98340504,13.38152374,25.83008204,0.09956976,/media/Raven/LAPD/FAU 278/Bullet D/LAPD - 278 - Bullet D - Land 3 - Sneox2 - 20x - auto light left image + 20%  - threshold 2 - resolution 4 - Anyesha Ray.x3p
279,A,1,Problematic,Feathering,0.015599343,1.185976445,16.95364331,0.040470992,0.775978674,29.86313422,0.015599343,0.119025875,0.683409437,8.503672821,14.39679704,0.079452055,/media/Raven/LAPD/FAU 279/Bullet A/LAPD - 279 - Bullet A - Land 1 - Sneox2 - 20x - auto light left image + 20%  - threshold 2 - resolution 4 - Anyesha Ray.x3p
279,A,5,Problematic,Feathering,0.05038291,1.818181818,21.07351255,0.081039706,1.361545105,38.25777952,0.05038291,0.150149432,1.074417215,12.10449206,21.64573534,0.117453676,/media/Raven/LAPD/FAU 279/Bullet A/LAPD - 279 - Bullet A - Land 5 - Sneox2 - 20x - auto light left image + 20%  - threshold 2 - resolution 4 - Anyesha Ray.x3p
279,A,6,Problematic,Feathering,0.018942384,1.496446433,17.57449162,0.05561428,0.997377934,36.02403987,0.018942384,0.172974554,0.919859608,9.397993311,19.82463726,0.061128985,/media/Raven/LAPD/FAU 279/Bullet A/LAPD - 279 - Bullet A - Land 6 - Sneox2 - 20x - auto light left image + 20%  - threshold 2 - resolution 4 - Anyesha Ray.x3p
279,B,2,Problematic,Feathering,0.02337982,1.3714755,18.08679592,0.057694899,1.753117292,31.18127042,0.02337982,0.141770611,0.78795254,9.973446118,18.1538604,0.086705202,/media/Raven/LAPD/FAU 279/Bullet B/LAPD - 279 - Bullet B - Land 2 - Sneox2 - 20x - auto light left image + 20%  - threshold 2 - resolution 4 - Anyesha Ray.x3p
279,B,6,Problematic,Feathering,0.022435897,2.043571238,22.60761115,0.123001799,1.760075674,59.31655328,0.022435897,0.225014854,1.234402852,13.57930326,35.37129608,0.055852644,/media/Raven/LAPD/FAU 279/Bullet B/LAPD - 279 - Bullet B - Land 6 - Sneox2 - 20x - auto light left image + 20%  - threshold 2 - resolution 4 - Anyesha Ray.x3p
279,C,6,Problematic,Feathering,0.015944399,1.268758527,16.10852174,0.04470559,0.166280347,26.60153442,0.015944399,0.116858702,0.679199515,8.997020592,13.52581934,0.088235294,/media/Raven/LAPD/FAU 279/Bullet C/LAPD - 279 - Bullet C - Land 6 - Sneox2 - 20x - auto light left image + 20%  - threshold 2 - resolution 4 - Anyesha Ray.x3p
279,D,2,Problematic,Feathering,0.010721649,1.246560264,17.42810246,0.067404948,4.218850977,43.83749975,0.010721649,0.137431193,0.691131498,9.224936844,19.17896556,0.062079511,/media/Raven/LAPD/FAU 279/Bullet D/LAPD - 279 - Bullet D - Land 2 - Sneox2 - 20x - auto light left image + 20%  - threshold 2 - resolution 4 - Anyesha Ray.x3p
280,A,1,Problematic,Feathering,0.047656558,1.534419338,21.21322561,0.074069246,0.843191078,26.58841393,0.047656558,0.169459854,1.099270073,14.74138369,17.17248493,0.147153285,/media/Raven/LAPD/FAU 280/Bullet A/LAPD - 280 - Bullet A - Land 1 - Sneox2 - 20x - auto light left image + 20%  - threshold 2 - resolution 4 - Anyesha Ray.x3p
280,A,4,Problematic,Feathering,0.033140017,1.30284609,18.03587939,0.054785587,0.872959646,28.42997355,0.033140017,0.143506294,0.76911268,11.71149764,15.89736487,0.112066319,/media/Raven/LAPD/FAU 280/Bullet A/LAPD - 280 - Bullet A - Land 4 - Sneox2 - 20x - auto light left image + 20%  - threshold 2 - resolution 4 - Anyesha Ray.x3p
280,B,2,Problematic,Feathering,0.01190004,1.180518793,16.54702561,0.065868102,0.477844943,35.89438675,0.01190004,0.165411765,0.739705882,9.666304348,21.52157928,0.063823529,/media/Raven/LAPD/FAU 280/Bullet B/LAPD - 280 - Bullet B - Land 2 - Sneox2 - 20x - auto light left image + 20%  - threshold 2 - resolution 4 - Anyesha Ray.x3p
280,D,1,Problematic,Feathering,0.030831643,1.359577922,15.75717375,0.06295929,3.50861763,29.68758596,0.030831643,0.164702345,1.080877931,11.10633611,21.61183953,0.088995791,/media/Raven/LAPD/FAU 280/Bullet D/LAPD - 280 - Bullet D - Land 1 - Sneox2 - 20x - auto light left image + 20%  - threshold 2 - resolution 4 - Anyesha Ray.x3p
280,D,5,Problematic,Feathering,0.039081386,1.85971513,23.72889282,0.121860532,0.922464383,50.71372409,0.039081386,0.189844683,1.078255675,14.29179004,29.42087424,0.097968937,/media/Raven/LAPD/FAU 280/Bullet D/LAPD - 280 - Bullet D - Land 5 - Sneox2 - 20x - auto light left image + 20%  - threshold 2 - resolution 4 - Anyesha Ray.x3p
280,D,6,Problematic,Feathering,0.033184945,1.383639309,17.81258379,0.088115481,0.451883088,37.97656598,0.033184945,0.183438344,1.113111311,13.34644334,23.45908504,0.120612061,/media/Raven/LAPD/FAU 280/Bullet D/LAPD - 280 - Bullet D - Land 6 - Sneox2 - 20x - auto light left image + 20%  - threshold 2 - resolution 4 - Anyesha Ray.x3p
281,A,6,Problematic,Feathering,0.054832347,1.977631579,22.81735865,0.12819086,0.608123566,55.63500026,0.054832347,0.21122807,1.112573099,12.65128401,32.6417493,0.076900585,/media/Raven/LAPD/FAU 281/Bullet A/LAPD - 281 - Bullet A - Land 6 - Sneox2 - 20x - auto light left image + 20%  - threshold 2 - resolution 4 - Anyesha Ray.x3p
281,C,5,Problematic,Feathering,0.033730975,1.311745335,19.58677101,0.055135539,1.781003634,27.08103306,0.033730975,0.146996035,0.99420555,12.69100468,16.13097843,0.128697774,/media/Raven/LAPD/FAU 281/Bullet C/LAPD - 281 - Bullet C - Land 5 - Sneox2 - 20x - auto light left image + 20%  - threshold 2 - resolution 4 - Anyesha Ray.x3p
281,D,1,Problematic,Feathering,0.023283346,1.189786786,16.20879807,0.031416618,1.123062905,22.29389995,0.023283346,0.11670079,0.813103247,10.31352925,12.28890344,0.102661597,/media/Raven/LAPD/FAU 281/Bullet D/LAPD - 281 - Bullet D - Land 1 - Sneox2 - 20x - auto light left image + 20%  - threshold 2 - resolution 4 - Carley McConnell.x3p
281,D,3,Problematic,Feathering,0.046942291,1.17562518,15.49613278,0.060032349,0.169684973,24.63770193,0.046942291,0.128712871,0.792079208,9.752162804,14.68536931,0.088150751,/media/Raven/LAPD/FAU 281/Bullet D/LAPD - 281 - Bullet D - Land 3 - Sneox2 - 20x - auto light left image + 20%  - threshold 2 - resolution 4 - Carley McConnell.x3p
281,D,4,Problematic,Feathering,0.011263073,0.983628556,14.9368864,0.019426623,0.340810638,20.87048869,0.011263073,0.107068297,0.641216821,9.118018906,12.09267496,0.087384432,/media/Raven/LAPD/FAU 281/Bullet D/LAPD - 281 - Bullet D - Land 4 - Sneox2 - 20x - auto light left image + 20%  - threshold 2 - resolution 4 - Carley McConnell.x3p
281,D,5,Problematic,Feathering,0.015139442,1.124401914,15.28647591,0.021081543,0.001283023,24.27851598,0.015139442,0.079881832,0.543574594,5.863143022,12.08287843,0.046381093,/media/Raven/LAPD/FAU 281/Bullet D/LAPD - 281 - Bullet D - Land 5 - Sneox2 - 20x - auto light left image + 20%  - threshold 2 - resolution 4 - Carley McConnell.x3p
282,B,1,Problematic,Feathering,0.019623548,1.470352564,20.7410906,0.050434176,0.046302601,24.78661198,0.019623548,0.146631048,0.992876224,12.88877489,15.05639656,0.123181953,/media/Raven/LAPD/FAU 282/Bullet B/LAPD - 282 - Bullet B - Land 1 - Sneox2 - 20x - auto light left image + 20%  - threshold 2 - resolution 4 - Carley McConnell.x3p
282,B,2,Problematic,Feathering,0.014342629,1.340069131,19.47735973,0.046874405,0.080878963,29.8526083,0.014342629,0.147458629,0.849586288,10.97723301,16.78085492,0.094858156,/media/Raven/LAPD/FAU 282/Bullet B/LAPD - 282 - Bullet B - Land 2 - Sneox2 - 20x - auto light left image + 20%  - threshold 2 - resolution 4 - Carley McConnell.x3p
282,B,3,Problematic,Feathering,0.089222266,1.967860906,22.95965193,0.142481096,0.050638157,40.36919039,0.089222266,0.224004684,1.56469555,16.58159174,26.54118089,0.141393443,/media/Raven/LAPD/FAU 282/Bullet B/LAPD - 282 - Bullet B - Land 3 - Sneox2 - 20x - auto light left image + 20%  - threshold 2 - resolution 4 - Carley McConnell.x3p
282,C,2,Problematic,Feathering,0.060926076,1.437669377,21.84983854,0.082891968,0.172447321,33.32565095,0.060926076,0.169165914,0.832580548,12.63825066,19.54410667,0.109304426,/media/Raven/LAPD/FAU 282/Bullet C/LAPD - 282 - Bullet C - Land 2 - Sneox2 - 20x - auto light left image + 20%  - threshold 2 - resolution 4 - Carley McConnell.x3p
282,C,3,Problematic,Feathering,0.047150472,1.531728665,19.57961952,0.077403395,0.291392652,26.74482526,0.047150472,0.190395137,1.098784195,13.35357473,20.09168098,0.109726444,/media/Raven/LAPD/FAU 282/Bullet C/LAPD - 282 - Bullet C - Land 3 - Sneox2 - 20x - auto light left image + 20%  - threshold 2 - resolution 4 - Carley McConnell.x3p
282,C,5,Problematic,Feathering,0.013496933,1.300491266,20.2182499,0.063426286,0.361555448,37.29238433,0.013496933,0.149651198,0.744616318,10.0708813,18.68381664,0.07188353,/media/Raven/LAPD/FAU 282/Bullet C/LAPD - 282 - Bullet C - Land 5 - Sneox2 - 20x - auto light left image + 20%  - threshold 2 - resolution 4 - Carley McConnell.x3p
282,D,2,Problematic,Feathering,0.031905961,1.187342481,14.7352697,0.045215273,0.479013796,19.09758008,0.031905961,0.108932462,0.855897915,9.783995724,11.44129149,0.095549331,/media/Raven/LAPD/FAU 282/Bullet D/LAPD - 282 - Bullet D - Land 2 - Sneox2 - 20x - auto light left image + 20%  - threshold 2 - resolution 4 - Carley McConnell.x3p
282,D,3,Problematic,Feathering,0.017501989,1.227767454,15.87426021,0.035923754,0.479893234,22.62535612,0.017501989,0.099823009,0.68879056,7.319449788,12.67602924,0.061356932,/media/Raven/LAPD/FAU 282/Bullet D/LAPD - 282 - Bullet D - Land 3 - Sneox2 - 20x - auto light left image + 20%  - threshold 2 - resolution 4 - Carley McConnell.x3p
282,D,4,Problematic,Feathering,0.027176054,1.376773516,18.04304979,0.046082558,0.307433838,25.66393342,0.027176054,0.140087591,0.897810219,10.24798477,15.79942875,0.089635036,/media/Raven/LAPD/FAU 282/Bullet D/LAPD - 282 - Bullet D - Land 4 - Sneox2 - 20x - auto light left image + 20%  - threshold 2 - resolution 4 - Carley McConnell.x3p
283,A,1,Problematic,Feathering,0.050627615,1.433556672,19.73754948,0.069048915,0.212039409,33.99832878,0.050627615,0.162891716,0.885820664,11.9159843,18.47084137,0.103009618,/media/Raven/LAPD/FAU 283/Bullet A/LAPD - 283 - Bullet A - Land 1 - Sneox2 - 20x - auto light left image + 20%  - threshold 2 - resolution 4 - Carley McConnell.x3p
283,A,2,Problematic,Feathering,0.033222591,1.077860903,15.84038167,0.04153834,0.803577242,20.90800478,0.033222591,0.107450739,0.612684729,8.658371707,11.05094774,0.085283251,/media/Raven/LAPD/FAU 283/Bullet A/LAPD - 283 - Bullet A - Land 2 - Sneox2 - 20x - auto light left image + 20%  - threshold 2 - resolution 4 - Carley McConnell.x3p
284,C,2,Problematic,Feathering,0.046979866,1.298628603,18.29286609,0.082784254,0.691970017,32.19254105,0.046979866,0.122052877,0.883359253,10.44607479,16.33545203,0.098911353,/media/Raven/LAPD/FAU 284/Bullet C/LAPD - 284 - Bullet C - Land 2 - Sneox1 - 20x - auto light left image + 20%  - threshold 2 - resolution 4 - Carley McConnell.x3p
284,C,4,Problematic,Feathering,0.027488546,1.142301278,16.22053525,0.052034238,0.365359347,26.57811416,0.027488546,0.113465102,0.768993206,10.03340092,15.28217902,0.092340951,/media/Raven/LAPD/FAU 284/Bullet C/LAPD - 284 - Bullet C - Land 4 - Sneox1 - 20x - auto light left image + 20%  - threshold 2 - resolution 4 - Carley McConnell.x3p
284,C,6,Problematic,Feathering,0.02122449,1.050122582,12.76878059,0.028978984,1.392201053,21.55024467,0.02122449,0.089009991,0.590372389,6.6587358,11.3115218,0.055101423,/media/Raven/LAPD/FAU 284/Bullet C/LAPD - 284 - Bullet C - Land 6 - Sneox1 - 20x - auto light left image + 20%  - threshold 2 - resolution 4 - Carley McConnell.x3p
285,C,4,Problematic,Feathering,0.044507962,1.429155313,18.88528424,0.085782714,1.367366351,29.02107122,0.044507962,0.154526188,1.223130487,14.15113402,16.84042175,0.144716924,/media/Raven/LAPD/FAU 285/Bullet C/LAPD - 285 - Bullet C - Land 4 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
286,C,2,Problematic,Feathering,0.05,1.920381273,27.1457076,0.106925698,0.121476719,44.00827505,0.05,0.200934579,1.406542056,17.35266829,24.7181024,0.164485981,/media/Raven/LAPD/FAU 286/Bullet C/LAPD - 286 - Bullet C - Land 2 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
286,C,4,Problematic,Feathering,0.034376377,1.484420929,20.6492587,0.10729868,0.004509833,48.31669945,0.034376377,0.111728193,0.852662529,10.89584251,18.20714316,0.095066972,/media/Raven/LAPD/FAU 286/Bullet C/LAPD - 286 - Bullet C - Land 4 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
286,D,1,Problematic,Feathering,0.04015544,1.853932584,23.07942953,0.118258939,4.225372825,49.80479228,0.04015544,0.173230868,1.085494717,14.73739715,28.5290412,0.114633365,/media/Raven/LAPD/FAU 286/Bullet D/LAPD - 286 - Bullet D - Land 1 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
286,D,3,Problematic,Feathering,0.04228243,1.729663106,22.31041563,0.144593688,0.931404194,54.63707502,0.04228243,0.222039574,1.447488584,16.48977566,33.03437893,0.138508371,/media/Raven/LAPD/FAU 286/Bullet D/LAPD - 286 - Bullet D - Land 3 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
286,D,4,Problematic,Feathering,0.077380952,1.836113317,23.98291765,0.167191297,1.025063709,53.17478249,0.077380952,0.237422771,1.544571933,17.65151515,31.47153255,0.147102089,/media/Raven/LAPD/FAU 286/Bullet D/LAPD - 286 - Bullet D - Land 4 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
286,D,5,Problematic,Feathering,0.05755102,1.726109447,21.99607769,0.141356564,0.62700481,52.04500145,0.05755102,0.199697428,1.352496218,16.08705519,31.69423798,0.147655068,/media/Raven/LAPD/FAU 286/Bullet D/LAPD - 286 - Bullet D - Land 5 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
286,D,6,Problematic,Feathering,0.043240974,1.472401233,20.95934718,0.108403289,0.719514631,39.95727848,0.043240974,0.190535492,1.144146949,14.63750068,23.84400888,0.124533001,/media/Raven/LAPD/FAU 286/Bullet D/LAPD - 286 - Bullet D - Land 6 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
287,C,3,Problematic,Feathering,0.03956044,1.530791789,20.47832406,0.114199133,4.551511045,46.0543855,0.03956044,0.151189312,0.936787227,12.23582246,20.638007,0.120234604,/media/Raven/LAPD/FAU 287/Bullet C/LAPD - 287 - Bullet C - Land 3 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
287,C,6,Problematic,Feathering,0.032690035,1.748554913,26.59308834,0.129272446,0.436152919,48.62043211,0.032690035,0.160408759,1.213138686,15.07324659,22.41177404,0.133722628,/media/Raven/LAPD/FAU 287/Bullet C/LAPD - 287 - Bullet C - Land 6 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
287,D,3,Problematic,Feathering,0.033891384,1.579019074,22.01818661,0.100559722,0.684064149,44.71341702,0.033891384,0.179352104,1.23221314,15.55785913,23.39687899,0.136239782,/media/Raven/LAPD/FAU 287/Bullet D/LAPD - 287 - Bullet D - Land 3 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
289,A,3,Problematic,Feathering,0.044897959,1.40893003,18.74163502,0.067942759,0.667606382,33.06392398,0.044897959,0.122844175,0.774583964,10.67138065,15.50746563,0.102269289,/media/Raven/LAPD/FAU 289/Bullet A/LAPD - 289 - Bullet A - Land 3 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
289,A,4,Problematic,Feathering,0.030314961,1.482794852,24.07270036,0.128024984,0.024077882,57.81370481,0.030314961,0.134559253,0.839171045,12.95502424,27.1580497,0.103327496,/media/Raven/LAPD/FAU 289/Bullet A/LAPD - 289 - Bullet A - Land 4 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
289,B,6,Problematic,Feathering,0.019222904,1.355701037,19.67241178,0.064364402,0.640216687,29.12473022,0.019222904,0.153804183,0.877538648,12.76269489,16.00814476,0.112458321,/media/Raven/LAPD/FAU 289/Bullet B/LAPD - 289 - Bullet B - Land 6 - Sneox1 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p
290,A,1,Problematic,Feathering,0.010260458,1.191416535,14.69953574,0.043735233,0.327525467,31.06435089,0.010260458,0.130017554,0.708016384,8.6296652,17.57590887,0.088648332,/media/Raven/LAPD/FAU 290/Bullet A/LAPD - 290 - Bullet A - Land 1 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Anyesha Ray.x3p
290,A,2,Problematic,Feathering,0.022013861,1.17862969,16.24421875,0.069789977,0.450258392,34.72311921,0.022013861,0.161752266,0.906344411,12.51825824,22.44860764,0.104229607,/media/Raven/LAPD/FAU 290/Bullet A/LAPD - 290 - Bullet A - Land 2 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Anyesha Ray.x3p
290,A,4,Problematic,Feathering,0.056531049,1.764285714,19.89540567,0.108051176,0.791114287,37.51361542,0.056531049,0.201587302,1.231746032,14.6036922,24.33109041,0.145714286,/media/Raven/LAPD/FAU 290/Bullet A/LAPD - 290 - Bullet A - Land 4 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Anyesha Ray.x3p
290,A,5,Problematic,Feathering,0.047936085,1.084961516,18.33200509,0.08743476,0.497219972,37.06042838,0.047936085,0.15,0.759868421,13.01222826,15.99023884,0.122368421,/media/Raven/LAPD/FAU 290/Bullet A/LAPD - 290 - Bullet A - Land 5 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Anyesha Ray.x3p
290,A,6,Problematic,Feathering,0.010369141,1.145545102,17.81077281,0.045850705,0.807607748,33.74908916,0.010369141,0.123739237,0.625768758,8.77266164,17.91606503,0.060270603,/media/Raven/LAPD/FAU 290/Bullet A/LAPD - 290 - Bullet A - Land 6 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Anyesha Ray.x3p
